female,year,area,obs,pred,YR_FL,loc_density,f_status,f_min_age,f_ALR,mean_age,delta_age,mean_age_LD,delta_age_LD,LR,HD,LD,CS,BS,hatch,ACW,FL,recruits
3563,28,2,5370,0,8.9,0.91,1,2,3,2.5,-0.5,2.5,-0.5,0,45,23,11,11,1,193,11,2
4239,33,9,6323,0,8.1,1.29,1,4,4,2.5,1.5,2.5,1.5,1,46,23,11,11,1,189,11,0
352,4,4,549,1,8.2,0.32,0,2,3,2.5,-0.5,2.5,-0.5,0,46,23,11,11,1,174,4,0
5358,47,9,8087,0,6.7,2.05,1,4,4,2.5,1.5,2.5,1.5,1,47,24,8,3,0.38,197,3,0
5383,44,8,8121,0,5.1,0.84,0,2,3,2.5,-0.5,2.5,-0.5,0,46,24,8,6,0.75,145,5,0
2956,23,1,4441,0,7.8,1,1,3,3,2.5,0.5,2.5,0.5,1,46,24,8,6,0.75,203,5,4
4127,30,6,6159,0,6.8,0.36,1,2,3,2.5,-0.5,2.5,-0.5,0,46,24,9,7,0.78,176,7,0
1966,36,1,2964,0,7.5,0.75,0,4,5,2.5,1.5,2.5,1.5,0,45,24,9,7,0.78,192,7,0
1343,15,5,2035,1,5.7,0.61,1,2,4,2.5,-0.5,2.5,-0.5,0,,24,9,7,0.78,,7,2
4239,30,4,6322,0,6.8,0.41,1,1,4,2.5,-1.5,2.5,-1.5,0,42,24,7,6,0.86,186,6,1
1370,17,2,2085,0,6.8,0.59,0,3,4,2.5,0.5,2.5,0.5,0,48,24,9,8,0.89,201,5,1
4532,34,9,6781,0,7.6,1.56,1,2,4,2.5,-0.5,2.5,-0.5,0,43,24,9,8,0.89,201,8,1
288,3,3,435,1,5.9,0.2,0,3,3,2.5,0.5,2.5,0.5,1,46,24,10,9,0.9,192,8,0
1117,13,5,1701,1,6,0.7,0,1,4,2.5,-1.5,2.5,-1.5,0,43,24,5,5,1,193,3,0
5465,41,2,8246,0,7,1.76,1,3,4,2.5,0.5,2.5,0.5,0,43,24,6,6,1,187,6,2
5029,39,6,7589,0,6.7,0.43,1,3,3,2.5,0.5,2.5,0.5,1,46,24,7,7,1,197,7,1
5228,42,1,7896,0,5.6,1.58,1,2,4,2.5,-0.5,2.5,-0.5,0,46,24,7,7,1,186,7,1
5228,44,1,7898,0,5.1,1.83,1,4,4,2.5,1.5,2.5,1.5,1,44,24,7,7,1,,0,0
741,7,5,1143,1,5.9,0.52,1,1,4,2.5,-1.5,2.5,-1.5,0,43,24,7,7,1,193,7,1
28,2,4,48,1,6,0.37,0,3,4,2.5,0.5,2.5,0.5,0,43,24,8,8,1,203,8,0
4418,33,6,6572,0,8.1,0.4,1,1,4,2.5,-1.5,2.5,-1.5,0,46,24,9,9,1,186,9,0
2764,46,4,4168,0,6.2,0.51,0,3,4,2.5,0.5,2.5,0.5,0,45,24,9,9,1,193,9,2
2452,39,5,3731,0,6.7,1.05,0,1,4,2.5,-1.5,2.5,-1.5,0,46,24,9,9,1,183,9,1
2114,34,9,3208,0,7.6,1.56,0,1,4,2.5,-1.5,2.5,-1.5,0,43,24,9,9,1,199,9,2
1503,18,4,2261,0,5.8,0.32,1,2,4,2.5,-0.5,2.5,-0.5,0,45,24,10,10,1,182,10,0
2904,23,6,4358,0,7.8,0.38,1,3,4,2.5,0.5,2.5,0.5,0,49,24,10,10,1,181,10,2
5407,44,6,8151,0,5.1,0.38,1,4,4,2.5,1.5,2.5,1.5,1,48,24,10,10,1,176,10,0
3493,28,8,5246,0,8.9,0.43,1,3,5,2.5,0.5,2.5,0.5,0,44,24,10,10,1,200,8,2
2840,20,5,4270,0,8.5,0.48,1,2,3,2.5,-0.5,2.5,-0.5,0,51,24,10,10,1,179,9,1
1925,33,9,2898,0,8.1,1.29,0,2,4,2.5,-0.5,2.5,-0.5,0,47,24,10,10,1,190,10,0
2764,47,4,4169,0,6.7,0.53,0,4,4,2.5,1.5,2.5,1.5,1,45,24,11,11,1,184,10,3
4299,33,2,6413,0,8.1,0.8,1,3,4,2.5,0.5,2.5,0.5,0,48,24,11,11,1,174,11,2
2574,22,6,3916,0,7.4,0.49,0,1,4,2.5,-1.5,2.5,-1.5,0,52,24,12,12,1,186,11,1
3719,44,5,5634,0,5.1,1.92,0,1,4,2.5,-1.5,2.5,-1.5,0,48,25,5,3,0.6,194,3,0
2867,20,4,4301,0,8.5,0.25,0,3,3,2.5,0.5,2.5,0.5,1,47,25,10,8,0.8,195,8,1
2291,37,3,3487,0,5.5,0.87,0,1,4,2.5,-1.5,2.5,-1.5,0,48,25,8,7,0.88,171,6,0
2117,34,9,3215,0,7.6,1.56,0,1,4,2.5,-1.5,2.5,-1.5,0,44,25,8,7,0.88,195,7,0
5310,44,1,8013,0,5.1,1.83,1,3,3,2.5,0.5,2.5,0.5,1,46,25,8,7,0.88,162,4,0
1422,20,4,2155,0,8.5,0.25,1,2,3,2.5,-0.5,2.5,-0.5,0,45,25,9,8,0.89,192,5,0
1398,18,5,2126,0,5.8,0.48,0,4,4,2.5,1.5,2.5,1.5,1,47,25,11,10,0.91,,0,0
5322,44,2,8036,0,5.1,1.39,1,3,3,2.5,0.5,2.5,0.5,1,46,25,6,6,1,190,6,0
1239,13,5,1882,1,6,0.7,1,1,4,2.5,-1.5,2.5,-1.5,0,44,25,6,6,1,187,6,1
2173,36,9,3309,0,7.5,1.25,0,2,3,2.5,-0.5,2.5,-0.5,0,45,25,7,7,1,196,7,0
1884,35,2,2831,0,6.9,1.28,0,3,3,2.5,0.5,2.5,0.5,1,49,25,7,7,1,,0,0
3342,26,6,5027,0,7.5,0.31,0,4,4,2.5,1.5,2.5,1.5,1,50,25,8,8,1,193,8,1
5134,41,9,7749,0,7,1.14,1,4,4,2.5,1.5,2.5,1.5,1,47,25,8,8,1,198,8,1
1898,39,2,2850,0,6.7,1.23,0,4,4,2.5,1.5,2.5,1.5,1,45,25,8,8,1,182,7,0
1075,15,9,1633,1,5.7,0.65,0,3,4,2.5,0.5,2.5,0.5,0,48,25,8,8,1,192,7,0
3696,47,7,5603,0,6.7,0.33,0,3,3,2.5,0.5,2.5,0.5,1,47,25,9,9,1,184,8,0
1599,28,6,2411,0,8.9,0.47,0,2,4,2.5,-0.5,2.5,-0.5,0,45,25,9,9,1,187,9,2
4486,34,6,6698,0,7.6,0.53,1,1,4,2.5,-1.5,2.5,-1.5,0,46,25,9,9,1,189,6,2
1966,33,1,2961,0,8.1,0.68,0,1,5,2.5,-1.5,2.5,-1.5,0,46,25,9,9,1,194,9,1
1343,17,5,2037,0,6.8,0.74,1,4,4,2.5,1.5,2.5,1.5,1,46,25,9,9,1,193,8,3
4593,34,3,6888,0,7.6,0.83,1,1,4,2.5,-1.5,2.5,-1.5,0,46,25,9,9,1,204,9,0
5471,41,4,8259,0,7,0.28,1,3,3,2.5,0.5,2.5,0.5,1,48,25,10,10,1,192,10,0
5082,39,4,7668,0,6.7,0.48,1,2,4,2.5,-0.5,2.5,-0.5,0,48,25,10,10,1,185,10,1
2209,34,8,3364,0,7.6,0.51,0,3,3,2.5,0.5,2.5,0.5,1,47,25,10,10,1,193,10,3
2778,46,4,4194,0,6.2,0.51,0,3,3,2.5,0.5,2.5,0.5,1,47,25,10,10,1,185,10,0
2158,36,6,3284,0,7.5,0.65,0,2,3,2.5,-0.5,2.5,-0.5,0,46,25,10,10,1,181,10,0
4706,35,8,7071,0,6.9,0.73,1,1,4,2.5,-1.5,2.5,-1.5,0,46,25,10,10,1,176,10,1
2454,41,5,3738,0,7,1.09,0,2,4,2.5,-0.5,2.5,-0.5,0,49,25,10,10,1,206,7,2
1912,39,2,2875,0,6.7,1.23,0,1,4,2.5,-1.5,2.5,-1.5,0,50,25,10,10,1,166,9,0
2805,20,4,4224,0,8.5,0.25,0,3,3,2.5,0.5,2.5,0.5,1,51,25,11,11,1,189,11,1
3040,23,4,4586,0,7.8,0.4,1,3,3,2.5,0.5,2.5,0.5,1,52,25,11,11,1,202,11,2
2814,20,5,4236,0,8.5,0.48,0,3,4,2.5,0.5,2.5,0.5,0,53,25,11,11,1,188,11,0
727,9,1,1123,1,4.9,0.86,0,3,5,2.5,0.5,2.5,0.5,0,49,25,11,11,1,179,8,3
42,1,1,70,1,6.6,0.9,0,2,3,2.5,-0.5,2.5,-0.5,0,47,26,9,3,0.33,,0,0
2117,37,9,3218,0,5.5,1.94,0,4,4,2.5,1.5,2.5,1.5,1,50,26,9,6,0.67,,0,0
4407,44,1,6556,0,5.1,1.83,1,3,3,2.5,0.5,2.5,0.5,1,45,26,5,4,0.8,,0,0
4706,37,8,7073,0,5.5,0.58,1,3,4,2.5,0.5,2.5,0.5,0,48,26,10,8,0.8,179,7,0
5299,44,4,7994,0,5.1,0.41,1,3,4,2.5,0.5,2.5,0.5,0,47,26,7,6,0.86,204,6,0
5134,40,9,7748,0,5.5,1.14,1,3,4,2.5,0.5,2.5,0.5,0,44,26,7,6,0.86,183,6,0
4700,37,7,7060,0,5.5,0.37,1,3,3,2.5,0.5,2.5,0.5,1,48,26,8,7,0.88,181,7,3
3752,47,4,5678,0,6.7,0.53,0,3,3,2.5,0.5,2.5,0.5,1,46,26,8,7,0.88,182,7,1
4495,37,1,6718,0,5.5,1.32,1,4,4,2.5,1.5,2.5,1.5,1,49,26,8,7,0.88,184,6,0
4486,35,6,6699,0,6.9,0.7,1,2,4,2.5,-0.5,2.5,-0.5,0,46,26,9,8,0.89,189,8,2
1925,32,9,2897,0,6.8,0.91,0,1,4,2.5,-1.5,2.5,-1.5,0,49,26,9,8,0.89,194,8,1
4750,36,2,7148,0,7.5,1.18,1,1,4,2.5,-1.5,2.5,-1.5,0,45,26,9,8,0.89,190,8,0
587,6,2,911,1,6.7,1.39,0,3,3,2.5,0.5,2.5,0.5,1,47,26,9,8,0.89,185,7,0
3512,28,6,5279,0,8.9,0.47,1,1,4,2.5,-1.5,2.5,-1.5,0,48,26,10,9,0.9,186,8,4
2447,39,5,3725,0,6.7,1.05,0,3,3,2.5,0.5,2.5,0.5,1,43,26,6,6,1,181,6,0
3657,31,4,5540,0,7.7,0.38,1,3,3,2.5,0.5,2.5,0.5,1,42,26,7,7,1,193,7,0
2740,44,9,4130,0,5.1,1.63,0,3,3,2.5,0.5,2.5,0.5,1,45,26,7,7,1,188,7,0
719,9,8,1109,1,4.9,0.41,0,3,4,2.5,0.5,2.5,0.5,0,45,26,7,7,1,,3,0
832,9,2,1273,1,4.9,0.64,1,1,4,2.5,-1.5,2.5,-1.5,0,,26,7,7,1,,7,1
5293,45,6,7984,0,7.4,0.36,1,4,4,2.5,1.5,2.5,1.5,1,47,26,8,8,1,176,8,0
4658,36,6,6996,0,7.5,0.65,1,2,4,2.5,-0.5,2.5,-0.5,0,45,26,8,8,1,174,8,1
4800,37,4,7223,0,5.5,0.73,1,3,4,2.5,0.5,2.5,0.5,0,49,26,8,8,1,199,8,2
260,4,6,397,1,8.2,0.37,1,3,3,2.5,0.5,2.5,0.5,1,50,26,8,8,1,202,8,0
2498,41,4,3805,0,7,0.28,0,3,4,2.5,0.5,2.5,0.5,0,47,26,9,9,1,197,9,3
4416,34,4,6568,0,7.6,0.44,1,2,4,2.5,-0.5,2.5,-0.5,0,48,26,9,9,1,181,9,1
3598,29,9,5441,0,5.7,1.25,1,3,4,2.5,0.5,2.5,0.5,0,48,26,9,9,1,199,9,1
610,6,5,944,1,6.7,0.48,0,2,3,2.5,-0.5,2.5,-0.5,0,47,26,9,9,1,190,9,0
1025,11,5,1556,1,7,0.57,0,3,3,2.5,0.5,2.5,0.5,1,47,26,9,9,1,,0,0
388,4,9,604,1,8.2,0.61,0,2,3,2.5,-0.5,2.5,-0.5,0,48,26,9,9,1,210,8,0
388,5,9,605,1,5.6,0.91,0,3,3,2.5,0.5,2.5,0.5,1,46,26,9,9,1,207,9,1
1197,14,1,1824,1,7,1.18,0,3,3,2.5,0.5,2.5,0.5,1,,26,9,9,1,,9,1
3921,46,4,5911,0,6.2,0.51,1,3,3,2.5,0.5,2.5,0.5,1,49,26,10,10,1,187,10,2
3032,21,1,4567,0,8.6,0.93,1,1,4,2.5,-1.5,2.5,-1.5,0,50,26,10,10,1,200,10,2
353,4,4,552,1,8.2,0.32,0,3,3,2.5,0.5,2.5,0.5,1,47,26,10,10,1,176,10,0
727,10,1,1124,1,5.4,1.25,0,4,5,2.5,1.5,2.5,1.5,0,,26,10,10,1,,10,2
2574,23,6,3917,0,7.8,0.38,0,2,4,2.5,-0.5,2.5,-0.5,0,49,26,11,11,1,191,10,4
2608,23,4,3965,0,7.8,0.4,0,2,4,2.5,-0.5,2.5,-0.5,0,51,26,11,11,1,193,11,1
4750,39,2,7151,0,6.7,1.23,1,4,4,2.5,1.5,2.5,1.5,1,48,26,11,11,1,179,10,1
4218,32,1,6294,0,6.8,0.54,1,2,4,2.5,-0.5,2.5,-0.5,0,49,27,8,4,0.5,188,4,0
2956,22,1,4440,0,7.4,1.36,1,2,3,2.5,-0.5,2.5,-0.5,0,50,27,8,4,0.5,203,4,0
2452,42,5,3734,0,5.6,1.75,0,4,4,2.5,1.5,2.5,1.5,1,50,27,9,6,0.67,201,6,0
3039,23,9,4584,0,7.8,0.72,1,3,3,2.5,0.5,2.5,0.5,1,50,27,11,8,0.73,201,8,2
2524,18,6,3839,0,5.8,0.34,0,2,3,2.5,-0.5,2.5,-0.5,0,,27,9,7,0.78,,5,0
1389,18,5,2112,0,5.8,0.48,1,3,5,2.5,0.5,2.5,0.5,0,46,27,7,6,0.86,197,5,0
334,4,9,512,1,8.2,0.61,1,2,4,2.5,-0.5,2.5,-0.5,0,53,27,14,12,0.86,197,11,1
5035,39,6,7596,0,6.7,0.43,1,3,3,2.5,0.5,2.5,0.5,1,48,27,8,7,0.88,185,7,0
5428,41,4,8184,0,7,0.28,1,2,4,2.5,-0.5,2.5,-0.5,0,48,27,9,8,0.89,194,8,1
3931,46,1,5923,0,6.2,1.04,1,2,3,2.5,-0.5,2.5,-0.5,0,49,27,9,8,0.89,155,8,0
2040,35,9,3077,0,6.9,1.75,0,3,4,2.5,0.5,2.5,0.5,0,46,27,9,8,0.89,199,8,0
1239,16,5,1885,1,5.7,0.66,1,4,4,2.5,1.5,2.5,1.5,1,47,27,9,8,0.89,196,7,1
2207,35,8,3359,0,6.9,0.73,0,3,4,2.5,0.5,2.5,0.5,0,45,27,4,4,1,185,4,0
2101,35,9,3187,0,6.9,1.75,0,3,3,2.5,0.5,2.5,0.5,1,45,27,6,6,1,195,6,1
832,12,2,1274,1,5.4,0.69,1,4,4,2.5,1.5,2.5,1.5,1,45,27,6,6,1,,6,0
1239,14,5,1883,1,7,0.74,1,2,4,2.5,-0.5,2.5,-0.5,0,49,27,6,6,1,192,6,0
2361,40,4,3600,0,5.5,0.38,0,2,4,2.5,-0.5,2.5,-0.5,0,45,27,7,7,1,195,7,1
1898,36,2,2847,0,7.5,1.18,0,1,4,2.5,-1.5,2.5,-1.5,0,46,27,7,7,1,183,7,1
1112,15,1,1694,1,5.7,0.61,0,3,4,2.5,0.5,2.5,0.5,0,,27,7,7,1,,7,0
2361,41,4,3601,0,7,0.28,0,3,4,2.5,0.5,2.5,0.5,0,47,27,8,8,1,196,8,0
4291,32,2,6396,0,6.8,0.85,1,2,3,2.5,-0.5,2.5,-0.5,0,48,27,8,8,1,190,8,1
4693,35,5,7046,0,6.9,1.01,1,1,4,2.5,-1.5,2.5,-1.5,0,45,27,8,8,1,200,8,2
1966,35,1,2963,0,6.9,1.25,0,3,5,2.5,0.5,2.5,0.5,0,46,27,8,8,1,189,8,0
2117,35,9,3216,0,6.9,1.75,0,2,4,2.5,-0.5,2.5,-0.5,0,46,27,8,8,1,188,8,0
684,8,9,1053,1,4.5,0.46,0,3,3,2.5,0.5,2.5,0.5,1,48,27,8,8,1,,0,0
781,8,9,1199,1,4.5,0.46,1,2,3,2.5,-0.5,2.5,-0.5,0,46,27,8,8,1,181,6,0
1075,16,9,1634,1,5.7,0.68,0,4,4,2.5,1.5,2.5,1.5,1,49,27,8,8,1,184,6,0
1503,19,4,2262,0,8.1,0.27,1,3,4,2.5,0.5,2.5,0.5,0,47,27,9,9,1,170,9,0
3512,30,6,5281,0,6.8,0.36,1,3,4,2.5,0.5,2.5,0.5,0,47,27,9,9,1,184,8,3
3752,46,4,5677,0,6.2,0.51,0,2,3,2.5,-0.5,2.5,-0.5,0,47,27,9,9,1,183,9,1
1965,36,1,2958,0,7.5,0.75,0,2,4,2.5,-0.5,2.5,-0.5,0,45,27,9,9,1,179,9,1
1865,31,1,2807,0,7.7,1.11,0,2,3,2.5,-0.5,2.5,-0.5,0,46,27,9,9,1,168,6,0
584,8,4,906,1,4.5,0.17,0,4,5,2.5,1.5,2.5,1.5,0,48,27,9,9,1,183,7,1
5082,41,4,7670,0,7,0.28,1,4,4,2.5,1.5,2.5,1.5,1,50,27,10,10,1,183,10,3
3032,23,1,4569,0,7.8,1,1,3,4,2.5,0.5,2.5,0.5,0,50,27,10,10,1,203,10,4
1191,14,4,1810,1,7,0.22,0,3,3,2.5,0.5,2.5,0.5,1,50,27,10,10,1,201,9,1
2805,19,4,4223,0,8.1,0.27,0,2,3,2.5,-0.5,2.5,-0.5,0,48,27,11,11,1,183,10,0
2958,21,4,4444,0,8.6,0.32,1,1,4,2.5,-1.5,2.5,-1.5,0,50,27,11,11,1,195,9,3
2093,35,4,3169,0,6.9,0.45,0,2,4,2.5,-0.5,2.5,-0.5,0,52,27,11,11,1,190,11,1
3349,23,8,5037,0,7.8,0.49,0,2,3,2.5,-0.5,2.5,-0.5,0,51,27,11,11,1,175,11,0
4596,34,6,6898,0,7.6,0.53,1,1,4,2.5,-1.5,2.5,-1.5,0,51,27,11,11,1,196,11,1
2608,24,4,3966,0,7.3,0.65,0,3,4,2.5,0.5,2.5,0.5,0,50,27,11,11,1,196,11,4
4534,37,2,6788,0,5.5,1.39,1,4,4,2.5,1.5,2.5,1.5,1,51,28,10,6,0.6,,0,0
1096,15,1,1669,1,5.7,0.61,1,3,4,2.5,0.5,2.5,0.5,0,,28,10,6,0.6,,4,0
4486,37,6,6701,0,5.5,0.71,1,4,4,2.5,1.5,2.5,1.5,1,52,28,7,5,0.71,199,5,0
4299,32,2,6412,0,6.8,0.85,1,2,4,2.5,-0.5,2.5,-0.5,0,54,28,8,6,0.75,188,5,1
4750,37,2,7149,0,5.5,1.39,1,2,4,2.5,-0.5,2.5,-0.5,0,49,28,9,7,0.78,172,5,1
1262,29,5,1915,0,5.7,1.27,0,2,3,2.5,-0.5,2.5,-0.5,0,52,28,10,8,0.8,171,8,0
488,6,1,762,1,6.7,1.4,1,2,3,2.5,-0.5,2.5,-0.5,0,48,28,10,8,0.8,200,7,1
584,7,4,905,1,5.9,0.22,0,3,5,2.5,0.5,2.5,0.5,0,50,28,6,5,0.83,183,5,1
1677,29,4,2541,0,5.7,0.48,0,3,3,2.5,0.5,2.5,0.5,1,49,28,7,6,0.86,185,6,2
4495,35,1,6716,0,6.9,1.25,1,2,4,2.5,-0.5,2.5,-0.5,0,47,28,7,6,0.86,207,6,2
3808,46,6,5747,0,6.2,0.75,0,2,3,2.5,-0.5,2.5,-0.5,0,50,28,9,8,0.89,187,8,0
2939,23,2,4414,0,7.8,1.01,0,3,3,2.5,0.5,2.5,0.5,1,50,28,9,8,0.89,199,7,2
4584,35,2,6872,0,6.9,1.28,1,1,4,2.5,-1.5,2.5,-1.5,0,48,28,9,8,0.89,,0,0
2524,19,6,3840,0,8.1,0.33,0,3,3,2.5,0.5,2.5,0.5,1,51,28,10,9,0.9,191,8,1
352,5,4,550,1,5.6,0.28,0,3,3,2.5,0.5,2.5,0.5,1,52,28,6,6,1,191,1,0
2361,39,4,3599,0,6.7,0.48,0,1,4,2.5,-1.5,2.5,-1.5,0,46,28,7,7,1,196,7,1
2040,33,9,3075,0,8.1,1.29,0,1,4,2.5,-1.5,2.5,-1.5,0,47,28,7,7,1,193,7,0
2498,40,4,3804,0,5.5,0.38,0,2,4,2.5,-0.5,2.5,-0.5,0,47,28,8,8,1,172,8,0
4658,35,1,6995,0,6.9,1.25,1,1,4,2.5,-1.5,2.5,-1.5,0,47,28,8,8,1,,0,0
587,5,2,910,1,5.6,1.76,0,2,3,2.5,-0.5,2.5,-0.5,0,49,28,8,8,1,198,8,0
515,9,1,808,1,4.9,0.86,0,2,4,2.5,-0.5,2.5,-0.5,0,,28,9,9,1,,2,1
145,8,1,216,1,4.5,1.11,0,3,3,2.5,0.5,2.5,0.5,1,50,28,9,9,1,,0,0
4416,33,4,6567,0,8.1,0.27,1,1,4,2.5,-1.5,2.5,-1.5,0,49,28,10,10,1,185,10,2
5042,39,3,7606,0,6.7,0.57,1,3,3,2.5,0.5,2.5,0.5,1,48,28,10,10,1,176,10,0
2514,19,6,3825,0,8.1,0.33,0,2,3,2.5,-0.5,2.5,-0.5,0,52,28,12,12,1,173,9,2
5228,41,1,7895,0,7,0.79,1,1,4,2.5,-1.5,2.5,-1.5,0,48,29,6,5,0.83,192,5,0
4359,44,8,6490,0,5.1,0.84,1,3,3,2.5,0.5,2.5,0.5,1,50,29,7,6,0.86,165,6,0
3931,47,1,5924,0,6.7,1.22,1,3,3,2.5,0.5,2.5,0.5,1,49,29,8,7,0.88,184,6,2
1925,35,9,2900,0,6.9,1.75,0,4,4,2.5,1.5,2.5,1.5,1,48,29,8,7,0.88,184,7,1
2178,36,3,3315,0,7.5,0.73,0,2,3,2.5,-0.5,2.5,-0.5,0,47,29,9,8,0.89,197,7,2
1653,26,1,2501,0,7.5,0.97,0,1,4,2.5,-1.5,2.5,-1.5,0,51,29,9,8,0.89,204,7,1
1311,16,1,1993,1,5.7,1.15,0,3,4,2.5,0.5,2.5,0.5,0,51,29,9,8,0.89,190,8,0
115,24,5,169,0,7.3,0.22,0,2,3,2.5,-0.5,2.5,-0.5,0,51,29,10,9,0.9,198,7,0
4596,37,8,6901,0,5.5,0.58,1,4,4,2.5,1.5,2.5,1.5,1,57,29,11,10,0.91,201,8,1
294,4,1,447,1,8.2,1.32,0,3,3,2.5,0.5,2.5,0.5,1,51,29,11,10,0.91,207,10,3
313,4,4,475,1,8.2,0.32,1,2,3,2.5,-0.5,2.5,-0.5,0,49,29,7,7,1,205,6,1
1220,13,2,1855,1,6,0.53,0,2,3,2.5,-0.5,2.5,-0.5,0,47,29,7,7,1,196,7,0
2156,37,4,3281,0,5.5,0.73,0,3,5,2.5,0.5,2.5,0.5,0,56,29,8,8,1,187,8,2
2207,33,8,3357,0,8.1,0.41,0,1,4,2.5,-1.5,2.5,-1.5,0,50,29,9,9,1,184,9,2
2114,35,9,3209,0,6.9,1.75,0,2,4,2.5,-0.5,2.5,-0.5,0,47,29,9,9,1,207,9,0
4532,35,9,6782,0,6.9,1.75,1,3,4,2.5,0.5,2.5,0.5,0,48,29,9,9,1,171,7,0
1343,16,5,2036,1,5.7,0.66,1,3,4,2.5,0.5,2.5,0.5,0,51,29,9,9,1,197,7,0
1075,14,9,1632,1,7,1.06,0,2,4,2.5,-0.5,2.5,-0.5,0,52,29,9,9,1,195,4,2
1122,16,2,1712,1,5.7,1.34,0,3,3,2.5,0.5,2.5,0.5,1,50,29,9,9,1,192,7,1
4532,33,9,6780,0,8.1,1.29,1,1,4,2.5,-1.5,2.5,-1.5,0,49,29,10,10,1,187,10,2
1096,13,1,1667,1,6,1.15,1,1,4,2.5,-1.5,2.5,-1.5,0,48,29,10,10,1,189,9,1
2514,20,6,3826,0,8.5,0.36,0,3,3,2.5,0.5,2.5,0.5,1,55,29,12,12,1,183,12,1
3344,23,6,5031,0,7.8,0.38,0,2,3,2.5,-0.5,2.5,-0.5,0,54,29,13,13,1,178,11,0
2168,37,4,3301,0,5.5,0.73,0,3,3,2.5,0.5,2.5,0.5,1,51,30,8,1,0.13,,0,0
4539,33,4,6794,0,8.1,0.27,1,2,3,2.5,-0.5,2.5,-0.5,0,59,30,10,3,0.3,192,3,1
28,1,4,47,1,6.6,0.12,0,2,4,2.5,-0.5,2.5,-0.5,0,49,30,7,4,0.57,199,2,1
1035,14,1,1572,1,7,1.18,0,3,4,2.5,0.5,2.5,0.5,0,53,30,7,5,0.71,199,5,0
781,9,9,1200,1,4.9,0.42,1,3,3,2.5,0.5,2.5,0.5,1,51,30,8,6,0.75,189,4,0
444,6,6,685,1,6.7,0.46,1,2,3,2.5,-0.5,2.5,-0.5,0,49,30,10,8,0.8,,0,0
934,10,8,1435,1,5.4,0.49,1,1,6,2.5,-1.5,2.5,-1.5,0,50,30,6,5,0.83,,0,0
254,4,1,384,1,8.2,1.32,1,3,4,2.5,0.5,2.5,0.5,0,53,30,8,7,0.88,182,7,2
3190,25,9,4802,0,6.5,1.33,1,2,3,2.5,-0.5,2.5,-0.5,0,51,30,9,8,0.89,192,8,2
483,6,1,747,1,6.7,1.4,1,2,3,2.5,-0.5,2.5,-0.5,0,50,30,9,8,0.89,200,8,1
1311,17,8,1994,0,6.8,0.15,0,4,4,2.5,1.5,2.5,1.5,1,50,30,10,9,0.9,202,9,3
2065,41,2,3120,0,7,1.76,0,1,4,2.5,-1.5,2.5,-1.5,0,47,30,4,4,1,,0,0
1699,28,9,2576,0,8.9,1.1,0,3,3,2.5,0.5,2.5,0.5,1,47,30,7,7,1,190,7,1
4840,37,9,7294,0,5.5,1.94,1,2,3,2.5,-0.5,2.5,-0.5,0,51,30,7,7,1,191,7,1
1112,14,1,1693,1,7,1.18,0,2,4,2.5,-0.5,2.5,-0.5,0,56,30,7,7,1,198,5,0
2581,23,8,3931,0,7.8,0.49,0,2,4,2.5,-0.5,2.5,-0.5,0,50,30,8,8,1,188,8,3
4418,35,6,6574,0,6.9,0.7,1,3,4,2.5,0.5,2.5,0.5,0,50,30,8,8,1,157,0,0
313,5,4,476,1,5.6,0.28,1,3,3,2.5,0.5,2.5,0.5,1,50,30,8,8,1,195,8,3
1386,16,5,2104,1,5.7,0.66,0,2,3,2.5,-0.5,2.5,-0.5,0,51,30,8,8,1,196,8,1
1220,14,2,1856,1,7,0.75,0,3,3,2.5,0.5,2.5,0.5,1,,30,8,8,1,,8,2
3378,26,6,5076,0,7.5,0.31,1,2,4,2.5,-0.5,2.5,-0.5,0,54,30,9,9,1,190,9,1
5428,40,4,8183,0,5.5,0.38,1,1,4,2.5,-1.5,2.5,-1.5,0,48,30,9,9,1,175,9,0
1343,14,5,2034,1,7,0.74,1,1,4,2.5,-1.5,2.5,-1.5,0,52,30,9,9,1,200,8,0
2958,23,8,4446,0,7.8,0.49,1,3,4,2.5,0.5,2.5,0.5,0,52,30,10,10,1,188,10,3
4596,35,6,6899,0,6.9,0.7,1,2,4,2.5,-0.5,2.5,-0.5,0,52,30,10,10,1,186,10,0
4693,37,5,7048,0,5.5,0.74,1,3,4,2.5,0.5,2.5,0.5,0,51,30,10,10,1,169,9,1
3344,24,6,5032,0,7.3,0.78,0,3,3,2.5,0.5,2.5,0.5,1,52,30,10,10,1,197,9,1
1122,15,2,1711,1,5.7,1.01,0,2,3,2.5,-0.5,2.5,-0.5,0,,31,9,1,0.11,,1,0
1096,16,1,1670,1,5.7,1.15,1,4,4,2.5,1.5,2.5,1.5,1,53,31,7,3,0.43,197,2,0
1112,13,1,1692,1,6,1.15,0,1,4,2.5,-1.5,2.5,-1.5,0,52,31,9,6,0.67,206,6,1
4593,37,3,6891,0,5.5,0.87,1,4,4,2.5,1.5,2.5,1.5,1,60,31,11,9,0.82,194,9,1
5465,42,2,8247,0,5.6,1.55,1,4,4,2.5,1.5,2.5,1.5,1,51,31,6,5,0.83,184,5,0
4459,37,4,6649,0,5.5,0.73,1,4,4,2.5,1.5,2.5,1.5,1,53,31,7,6,0.86,189,6,1
